date,area,area_type,variant_name,specimens,percentage,specimens_7d_avg,percentage_7d_avg
2021-04-02,California,State,Mu,0.0,0.0,0.14285714285,0.036737692873
2021-04-02,California,State,Lambda,0.0,0.0,0.28571428571,0.073475385746
2021-04-02,California,State,Alpha,186.0,38.67,135.42857142857,34.827332843497
2021-04-02,California,State,Epsilon,141.0,29.31,133.0,34.202792064658
2021-04-02,California,State,Beta,4.0,0.83,3.57142857142,0.918442321822
2021-04-02,California,State,Other,116.0,24.12,97.42857142857,25.055106539309
2021-04-03,California,State,Gamma,20.0,6.33,19.57142857142,5.049760412827
2021-04-03,California,State,Beta,3.0,0.95,3.42857142857,0.884629561371
2021-04-03,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-03,California,State,Lambda,0.0,0.0,0.28571428571,0.073719130114
2021-04-03,California,State,Epsilon,103.0,32.59,127.71428571428,32.952451161076
2021-04-03,California,State,Delta,0.0,0.0,0.42857142857,0.110578695171
2021-04-03,California,State,Other,72.0,22.78,96.71428571428,24.953925543679
2021-04-03,California,State,Total,316.0,100.0,387.57142857142,100.0
2021-04-03,California,State,Mu,0.0,0.0,0.14285714285,0.036859565057
2021-04-03,California,State,Alpha,118.0,37.34,139.28571428571,35.938075930704
2021-04-04,California,State,Mu,0.0,0.0,0.14285714285,0.036859565057
2021-04-04,California,State,Gamma,21.0,11.35,21.71428571428,5.602653888684
2021-04-04,California,State,Alpha,97.0,52.43,145.57142857142,37.559896793218
2021-04-04,California,State,Epsilon,30.0,16.22,122.57142857142,31.62550681902
2021-04-04,California,State,Total,185.0,100.0,387.57142857142,100.0
2021-04-04,California,State,Delta,0.0,0.0,0.42857142857,0.110578695171
2021-04-04,California,State,Beta,1.0,0.54,3.28571428571,0.847769996314
2021-04-04,California,State,Other,36.0,19.46,93.57142857142,24.143015112422
2021-04-04,California,State,Lambda,0.0,0.0,0.28571428571,0.073719130114
2021-04-04,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-05,California,State,Gamma,27.0,4.7,22.85714285714,5.621925509487
2021-04-05,California,State,Beta,2.0,0.35,2.42857142857,0.597329585383
2021-04-05,California,State,Mu,0.0,0.0,0.14285714285,0.035137034434
2021-04-05,California,State,Delta,2.0,0.35,0.71428571428,0.175685172171
2021-04-05,California,State,Alpha,220.0,38.26,155.28571428571,38.193956430077
2021-04-05,California,State,Epsilon,171.0,29.74,127.0,31.236823612087
2021-04-05,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-05,California,State,Lambda,0.0,0.0,0.28571428571,0.070274068869
2021-04-05,California,State,Other,153.0,26.61,97.85714285714,24.068868587491
2021-04-05,California,State,Total,575.0,100.0,406.57142857142,100.0
2021-04-06,California,State,Total,494.0,100.0,405.28571428571,100.0
2021-04-06,California,State,Epsilon,129.0,26.11,118.0,29.115262601339
2021-04-06,California,State,Delta,4.0,0.81,1.14285714285,0.281988015509
2021-04-06,California,State,Gamma,18.0,3.64,21.85714285714,5.393020796616
2021-04-06,California,State,Lambda,1.0,0.2,0.14285714285,0.035248501939
2021-04-06,California,State,Beta,5.0,1.01,2.57142857142,0.634473034896
2021-04-06,California,State,Alpha,200.0,40.49,163.14285714285,40.253789213958
2021-04-06,California,State,Other,137.0,27.73,98.28571428571,24.250969333803
2021-04-06,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-06,California,State,Mu,0.0,0.0,0.14285714285,0.035248501939
2021-04-07,California,State,Total,472.0,100.0,414.14285714285,100.0
2021-04-07,California,State,Alpha,210.0,44.49,169.71428571428,40.979648154536
2021-04-07,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-07,California,State,Epsilon,133.0,28.18,118.85714285714,28.699551569507
2021-04-07,California,State,Gamma,29.0,6.14,23.42857142857,5.657123145912
2021-04-07,California,State,Lambda,2.0,0.42,0.42857142857,0.103483959986
2021-04-07,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-07,California,State,Other,97.0,20.55,98.14285714285,23.69782683684
2021-04-07,California,State,Beta,0.0,0.0,2.42857142857,0.586409106588
2021-04-07,California,State,Delta,1.0,0.21,1.14285714285,0.27595722663
2021-04-08,California,State,Alpha,209.0,55.73,177.14285714285,42.788129744651
2021-04-08,California,State,Lambda,0.0,0.0,0.42857142857,0.103519668737
2021-04-08,California,State,Gamma,36.0,9.6,26.42857142857,6.383712905452
2021-04-08,California,State,Delta,0.0,0.0,1.0,0.24154589372
2021-04-08,California,State,Epsilon,64.0,17.07,110.14285714285,26.604554865424
2021-04-08,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-08,California,State,Other,66.0,17.6,96.71428571428,23.36093857833
2021-04-08,California,State,Total,375.0,100.0,414.0,100.0
2021-04-08,California,State,Beta,0.0,0.0,2.14285714285,0.517598343685
2021-04-08,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-09,California,State,Beta,3.0,0.79,2.0,0.500357398142
2021-04-09,California,State,Lambda,2.0,0.52,0.71428571428,0.178699070765
2021-04-09,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-09,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-09,California,State,Epsilon,82.0,21.52,101.71428571428,25.446747676912
2021-04-09,California,State,Gamma,29.0,7.61,25.71428571428,6.433166547534
2021-04-09,California,State,Other,79.0,20.73,91.42857142857,22.873481057898
2021-04-09,California,State,Delta,0.0,0.0,1.0,0.250178699071
2021-04-09,California,State,Total,381.0,100.0,399.71428571428,100.0
2021-04-09,California,State,Alpha,186.0,48.82,177.14285714285,44.317369549678
2021-04-10,California,State,Total,297.0,100.0,397.0,100.0
2021-04-10,California,State,Lambda,0.0,0.0,0.71428571428,0.179920834833
2021-04-10,California,State,Epsilon,64.0,21.55,96.14285714285,24.217344368478
2021-04-10,California,State,Gamma,22.0,7.41,26.0,6.549118387909
2021-04-10,California,State,Delta,0.0,0.0,1.0,0.251889168766
2021-04-10,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-10,California,State,Other,49.0,16.5,88.14285714285,22.202231018352
2021-04-10,California,State,Alpha,162.0,54.55,183.42857142857,46.203670385031
2021-04-10,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-10,California,State,Beta,0.0,0.0,1.57142857142,0.395825836632
2021-04-11,California,State,Delta,3.0,1.36,1.42857142857,0.355366027008
2021-04-11,California,State,Lambda,0.0,0.0,0.71428571428,0.177683013504
2021-04-11,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-11,California,State,Alpha,125.0,56.82,187.42857142857,46.624022743426
2021-04-11,California,State,Other,42.0,19.09,89.0,22.139303482587
2021-04-11,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-11,California,State,Gamma,22.0,10.0,26.14285714285,6.503198294243
2021-04-11,California,State,Beta,1.0,0.45,1.57142857142,0.390902629709
2021-04-11,California,State,Epsilon,27.0,12.27,95.71428571428,23.809523809524
2021-04-11,California,State,Total,220.0,100.0,402.0,100.0
2021-04-12,California,State,Epsilon,86.0,20.09,83.57142857142,21.934758155231
2021-04-12,California,State,Gamma,31.0,7.24,26.71428571428,7.011623547057
2021-04-12,California,State,Alpha,196.0,45.79,184.0,48.293963254593
2021-04-12,California,State,Beta,1.0,0.23,1.42857142857,0.374953130859
2021-04-12,California,State,Total,428.0,100.0,381.0,100.0
2021-04-12,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-12,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-12,California,State,Other,106.0,24.77,82.28571428571,21.597300337458
2021-04-12,California,State,Delta,7.0,1.64,2.14285714285,0.562429696288
2021-04-12,California,State,Lambda,1.0,0.23,0.85714285714,0.224971878515
2021-04-13,California,State,Other,101.0,21.81,77.14285714285,20.485584218513
2021-04-13,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-13,California,State,Gamma,42.0,9.07,30.14285714285,8.004552352049
2021-04-13,California,State,Lambda,1.0,0.22,0.85714285714,0.227617602428
2021-04-13,California,State,Delta,6.0,1.3,2.42857142857,0.644916540212
2021-04-13,California,State,Epsilon,87.0,18.79,77.57142857142,20.599393019727
2021-04-13,California,State,Total,463.0,100.0,376.57142857142,100.0
2021-04-13,California,State,Beta,3.0,0.65,1.14285714285,0.303490136571
2021-04-13,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-13,California,State,Alpha,223.0,48.16,187.28571428571,49.734446130501
2021-04-14,California,State,Alpha,248.0,56.75,192.71428571428,51.864667435602
2021-04-14,California,State,Beta,0.0,0.0,1.14285714285,0.307574009996
2021-04-14,California,State,Gamma,30.0,6.86,30.28571428571,8.150711264898
2021-04-14,California,State,Delta,3.0,0.69,2.71428571428,0.730488273741
2021-04-14,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-14,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-14,California,State,Total,437.0,100.0,371.57142857142,100.0
2021-04-14,California,State,Epsilon,69.0,15.79,68.42857142857,18.41599384852
2021-04-14,California,State,Other,86.0,19.68,75.57142857142,20.338331410996
2021-04-14,California,State,Lambda,1.0,0.23,0.71428571428,0.192233756248
2021-04-15,California,State,Delta,7.0,1.64,3.71428571428,0.980022615907
2021-04-15,California,State,Alpha,219.0,51.29,194.14285714285,51.225028269883
2021-04-15,California,State,Other,80.0,18.74,77.57142857142,20.467395401432
2021-04-15,California,State,Epsilon,84.0,19.67,71.28571428571,18.808895589898
2021-04-15,California,State,Total,427.0,100.0,379.0,100.0
2021-04-15,California,State,Lambda,0.0,0.0,0.71428571428,0.188465887674
2021-04-15,California,State,Beta,2.0,0.47,1.42857142857,0.376931775349
2021-04-15,California,State,Gamma,35.0,8.2,30.14285714285,7.953260459857
2021-04-15,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-15,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-16,California,State,Lambda,3.0,0.7,0.85714285714,0.222304557243
2021-04-16,California,State,Other,76.0,17.8,77.14285714285,20.007410151908
2021-04-16,California,State,Alpha,223.0,52.22,199.42857142857,51.722860318637
2021-04-16,California,State,Epsilon,76.0,17.8,70.42857142857,18.266024453501
2021-04-16,California,State,Total,427.0,100.0,385.57142857142,100.0
2021-04-16,California,State,Delta,6.0,1.41,4.57142857142,1.185624305298
2021-04-16,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-16,California,State,Beta,5.0,1.17,1.71428571428,0.444609114487
2021-04-16,California,State,Gamma,38.0,8.9,31.42857142857,8.151167098926
2021-04-16,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-17,California,State,Gamma,29.0,12.18,32.42857142857,8.598484848485
2021-04-17,California,State,Beta,6.0,2.52,2.57142857142,0.681818181818
2021-04-17,California,State,Delta,3.0,1.26,5.0,1.325757575758
2021-04-17,California,State,Epsilon,34.0,14.29,66.14285714285,17.537878787879
2021-04-17,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-17,California,State,Total,238.0,100.0,377.14285714285,100.0
2021-04-17,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-17,California,State,Other,46.0,19.33,76.71428571428,20.340909090909
2021-04-17,California,State,Lambda,0.0,0.0,0.85714285714,0.227272727273
2021-04-17,California,State,Alpha,120.0,50.42,193.42857142857,51.287878787879
2021-04-18,California,State,Alpha,91.0,52.6,188.57142857142,50.906286155033
2021-04-18,California,State,Total,173.0,100.0,370.42857142857,100.0
2021-04-18,California,State,Gamma,28.0,16.18,33.28571428571,8.985730813729
2021-04-18,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-18,California,State,Beta,0.0,0.0,2.42857142857,0.655611261088
2021-04-18,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-18,California,State,Other,35.0,20.23,75.71428571428,20.439645198612
2021-04-18,California,State,Lambda,0.0,0.0,0.85714285714,0.231392209796
2021-04-18,California,State,Epsilon,16.0,9.25,64.57142857142,17.431546471269
2021-04-18,California,State,Delta,3.0,1.73,5.0,1.349787890474
2021-04-19,California,State,Lambda,3.0,0.74,1.14285714285,0.311284046693
2021-04-19,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-19,California,State,Other,80.0,19.75,72.0,19.610894941634
2021-04-19,California,State,Gamma,40.0,9.88,34.57142857142,9.416342412451
2021-04-19,California,State,Alpha,217.0,53.58,191.57142857142,52.178988326848
2021-04-19,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-19,California,State,Beta,1.0,0.25,2.42857142857,0.661478599222
2021-04-19,California,State,Total,405.0,100.0,367.14285714285,100.0
2021-04-19,California,State,Epsilon,53.0,13.09,59.85714285714,16.303501945525
2021-04-19,California,State,Delta,11.0,2.72,5.57142857142,1.517509727626
2021-04-20,California,State,Delta,14.0,3.83,6.71428571428,1.900525677315
2021-04-20,California,State,Beta,5.0,1.37,2.71428571428,0.768297614234
2021-04-20,California,State,Gamma,29.0,7.92,32.71428571428,9.260008087343
2021-04-20,California,State,Epsilon,24.0,6.56,50.85714285714,14.395471087748
2021-04-20,California,State,Total,366.0,100.0,353.28571428571,100.0
2021-04-20,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-20,California,State,Alpha,221.0,60.38,191.28571428571,54.144763445208
2021-04-20,California,State,Lambda,2.0,0.55,1.28571428571,0.363930448848
2021-04-20,California,State,Other,71.0,19.4,67.71428571428,19.167003639304
2021-04-20,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-21,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-21,California,State,Lambda,0.0,0.0,1.14285714285,0.338266384778
2021-04-21,California,State,Epsilon,35.0,10.64,46.0,13.615221987315
2021-04-21,California,State,Delta,6.0,1.82,7.14285714285,2.114164904863
2021-04-21,California,State,Other,69.0,20.97,65.28571428571,19.323467230444
2021-04-21,California,State,Total,329.0,100.0,337.85714285714,100.0
2021-04-21,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-21,California,State,Beta,1.0,0.3,2.85714285714,0.845665961945
2021-04-21,California,State,Alpha,187.0,56.84,182.57142857142,54.038054968288
2021-04-21,California,State,Gamma,31.0,9.42,32.85714285714,9.725158562368
2021-04-22,California,State,Mu,1.0,0.29,0.14285714285,0.04372540446
2021-04-22,California,State,Alpha,183.0,52.44,177.42857142857,54.306952339309
2021-04-22,California,State,Total,349.0,100.0,326.71428571428,100.0
2021-04-22,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-22,California,State,Gamma,31.0,8.88,32.28571428571,9.881941407958
2021-04-22,California,State,Epsilon,37.0,10.6,39.28571428571,12.024486226498
2021-04-22,California,State,Delta,10.0,2.87,7.57142857142,2.31744643638
2021-04-22,California,State,Beta,3.0,0.86,3.0,0.91823349366
2021-04-22,California,State,Other,83.0,23.78,65.71428571428,20.113686051596
2021-04-22,California,State,Lambda,1.0,0.29,1.28571428571,0.39352864014
2021-04-23,California,State,Beta,3.0,0.83,2.71428571428,0.854700854701
2021-04-23,California,State,Mu,0.0,0.0,0.14285714285,0.044984255511
2021-04-23,California,State,Gamma,32.0,8.82,31.42857142857,9.896536212326
2021-04-23,California,State,Delta,9.0,2.48,8.0,2.519118308592
2021-04-23,California,State,Epsilon,53.0,14.6,36.0,11.336032388664
2021-04-23,California,State,Lambda,4.0,1.1,1.42857142857,0.449842555106
2021-04-23,California,State,Other,64.0,17.63,64.0,20.152946468736
2021-04-23,California,State,Total,363.0,100.0,317.57142857142,100.0
2021-04-23,California,State,Alpha,198.0,54.55,173.85714285714,54.745838956365
2021-04-23,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-24,California,State,Beta,0.0,0.0,1.85714285714,0.612341026849
2021-04-24,California,State,Other,26.0,18.84,61.14285714285,20.160150730099
2021-04-24,California,State,Lambda,3.0,2.17,1.85714285714,0.612341026849
2021-04-24,California,State,Mu,0.0,0.0,0.14285714285,0.047103155911
2021-04-24,California,State,Alpha,82.0,59.42,168.42857142857,55.534620819595
2021-04-24,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-24,California,State,Gamma,9.0,6.52,28.57142857142,9.420631182289
2021-04-24,California,State,Epsilon,13.0,9.42,33.0,10.880829015544
2021-04-24,California,State,Delta,5.0,3.62,8.28571428571,2.731983042864
2021-04-24,California,State,Total,138.0,100.0,303.28571428571,100.0
2021-04-25,California,State,Other,34.0,25.76,61.0,20.509125840538
2021-04-25,California,State,Total,132.0,100.0,297.42857142857,100.0
2021-04-25,California,State,Delta,8.0,6.06,9.0,3.025936599424
2021-04-25,California,State,Mu,0.0,0.0,0.14285714285,0.048030739673
2021-04-25,California,State,Beta,0.0,0.0,1.85714285714,0.624399615754
2021-04-25,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-25,California,State,Epsilon,11.0,8.33,32.28571428571,10.854947166186
2021-04-25,California,State,Gamma,10.0,7.58,26.0,8.741594620557
2021-04-25,California,State,Lambda,1.0,0.76,2.0,0.672430355427
2021-04-25,California,State,Alpha,68.0,51.52,165.14285714285,55.52353506244
2021-04-26,California,State,Total,383.0,100.0,294.28571428571,100.0
2021-04-26,California,State,Mu,0.0,0.0,0.14285714285,0.04854368932
2021-04-26,California,State,Epsilon,34.0,8.88,29.57142857142,10.04854368932
2021-04-26,California,State,Lambda,5.0,1.31,2.28571428571,0.776699029126
2021-04-26,California,State,Delta,11.0,2.87,9.0,3.058252427184
2021-04-26,California,State,Other,74.0,19.32,60.14285714285,20.436893203883
2021-04-26,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-26,California,State,Alpha,221.0,57.7,165.71428571428,56.31067961165
2021-04-26,California,State,Beta,3.0,0.78,2.14285714285,0.728155339806
2021-04-26,California,State,Gamma,35.0,9.14,25.28571428571,8.592233009709
2021-04-27,California,State,Other,75.0,20.72,60.71428571428,20.671206225681
2021-04-27,California,State,Mu,3.0,0.83,0.57142857142,0.194552529183
2021-04-27,California,State,Alpha,207.0,57.18,163.71428571428,55.739299610895
2021-04-27,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-27,California,State,Beta,1.0,0.28,1.57142857142,0.535019455253
2021-04-27,California,State,Gamma,28.0,7.73,25.14285714285,8.560311284047
2021-04-27,California,State,Total,362.0,100.0,293.71428571428,100.0
2021-04-27,California,State,Lambda,3.0,0.83,2.42857142857,0.826848249027
2021-04-27,California,State,Epsilon,32.0,8.84,30.71428571428,10.45719844358
2021-04-27,California,State,Delta,13.0,3.59,8.85714285714,3.015564202335
2021-04-28,California,State,Gamma,42.0,10.02,26.71428571428,8.713886300093
2021-04-28,California,State,Total,419.0,100.0,306.57142857142,100.0
2021-04-28,California,State,Mu,1.0,0.24,0.71428571428,0.232991612302
2021-04-28,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-28,California,State,Delta,16.0,3.82,10.28571428571,3.355079217148
2021-04-28,California,State,Lambda,6.0,1.43,3.28571428571,1.071761416589
2021-04-28,California,State,Epsilon,39.0,9.31,31.28571428571,10.205032618826
2021-04-28,California,State,Beta,5.0,1.19,2.14285714285,0.698974836906
2021-04-28,California,State,Other,93.0,22.2,64.14285714285,20.922646784716
2021-04-28,California,State,Alpha,217.0,51.79,168.0,54.79962721342
2021-04-29,California,State,Alpha,202.0,52.33,170.71428571428,54.741181859826
2021-04-29,California,State,Gamma,33.0,8.55,27.0,8.657810352726
2021-04-29,California,State,Other,80.0,20.73,63.71428571428,20.430600091617
2021-04-29,California,State,Beta,8.0,2.07,2.85714285714,0.916170407696
2021-04-29,California,State,Mu,0.0,0.0,0.57142857142,0.183234081539
2021-04-29,California,State,Epsilon,38.0,9.84,31.42857142857,10.077874484654
2021-04-29,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-29,California,State,Delta,23.0,5.96,12.14285714285,3.893724232707
2021-04-29,California,State,Lambda,2.0,0.52,3.42857142857,1.099404489235
2021-04-29,California,State,Total,386.0,100.0,311.85714285714,100.0
2021-04-30,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-30,California,State,Epsilon,24.0,7.34,27.28571428571,8.896134140661
2021-04-30,California,State,Other,49.0,14.98,61.57142857142,20.07452258966
2021-04-30,California,State,Gamma,28.0,8.56,26.42857142857,8.616674429436
2021-04-30,California,State,Mu,0.0,0.0,0.57142857142,0.18630647415
2021-04-30,California,State,Total,327.0,100.0,306.71428571428,100.0
2021-04-30,California,State,Delta,18.0,5.5,13.42857142857,4.378202142524
2021-04-30,California,State,Lambda,3.0,0.92,3.28571428571,1.071262226362
2021-04-30,California,State,Alpha,204.0,62.39,171.57142857142,55.938518863531
2021-04-30,California,State,Beta,1.0,0.31,2.57142857142,0.838379133675
2021-05-01,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-01,California,State,Mu,0.0,0.0,0.57142857142,0.178810907465
2021-05-01,California,State,Epsilon,26.0,11.4,29.14285714285,9.119356280733
2021-05-01,California,State,Delta,14.0,6.14,14.71428571428,4.604380867233
2021-05-01,California,State,Lambda,0.0,0.0,2.85714285714,0.894054537327
2021-05-01,California,State,Gamma,26.0,11.4,28.85714285714,9.029950827
2021-05-01,California,State,Beta,6.0,2.63,3.42857142857,1.072865444792
2021-05-01,California,State,Total,228.0,100.0,319.57142857142,100.0
2021-05-01,California,State,Other,27.0,11.84,61.71428571428,19.311578006258
2021-05-01,California,State,Alpha,129.0,56.58,178.28571428571,55.789003129191
2021-05-02,California,State,Mu,1.0,0.79,0.71428571428,0.224014336918
2021-05-02,California,State,Lambda,1.0,0.79,2.85714285714,0.89605734767
2021-05-02,California,State,Other,28.0,22.05,60.85714285714,19.086021505376
2021-05-02,California,State,Gamma,15.0,11.81,29.57142857142,9.274193548387
2021-05-02,California,State,Beta,0.0,0.0,3.42857142857,1.075268817204
2021-05-02,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-02,California,State,Epsilon,8.0,6.3,28.71428571428,9.005376344086
2021-05-02,California,State,Alpha,65.0,51.18,177.85714285714,55.779569892473
2021-05-02,California,State,Delta,9.0,7.09,14.85714285714,4.659498207885
2021-05-02,California,State,Total,127.0,100.0,318.85714285714,100.0
2021-05-03,California,State,Delta,11.0,3.26,14.85714285714,4.757548032937
2021-05-03,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-03,California,State,Gamma,35.0,10.39,29.57142857142,9.469350411711
2021-05-03,California,State,Alpha,194.0,57.57,174.0,55.718206770357
2021-05-03,California,State,Beta,3.0,0.89,3.42857142857,1.097895699909
2021-05-03,California,State,Epsilon,24.0,7.12,27.28571428571,8.737419945105
2021-05-03,California,State,Lambda,3.0,0.89,2.57142857142,0.823421774931
2021-05-03,California,State,Other,67.0,19.88,59.85714285714,19.167429094236
2021-05-03,California,State,Total,337.0,100.0,312.28571428571,100.0
2021-05-03,California,State,Mu,0.0,0.0,0.71428571428,0.228728270814
2021-05-04,California,State,Other,48.0,14.08,56.0,18.10623556582
2021-05-04,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-04,California,State,Lambda,2.0,0.59,2.42857142857,0.785219399538
2021-05-04,California,State,Total,341.0,100.0,309.28571428571,100.0
2021-05-04,California,State,Delta,18.0,5.28,15.57142857142,5.034642032333
2021-05-04,California,State,Alpha,191.0,56.01,171.71428571428,55.519630484988
2021-05-04,California,State,Beta,5.0,1.47,4.0,1.293302540416
2021-05-04,California,State,Gamma,44.0,12.9,31.85714285714,10.300230946882
2021-05-04,California,State,Epsilon,30.0,8.8,27.0,8.729792147806
2021-05-04,California,State,Mu,3.0,0.88,0.71428571428,0.230946882217
2021-05-05,California,State,Alpha,186.0,53.76,167.28571428571,55.975143403442
2021-05-05,California,State,Total,346.0,100.0,298.85714285714,100.0
2021-05-05,California,State,Lambda,6.0,1.73,2.42857142857,0.812619502868
2021-05-05,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-05,California,State,Mu,1.0,0.29,0.71428571428,0.239005736138
2021-05-05,California,State,Delta,19.0,5.49,16.0,5.353728489484
2021-05-05,California,State,Gamma,38.0,10.98,31.28571428571,10.46845124283
2021-05-05,California,State,Epsilon,22.0,6.36,24.57142857142,8.221797323136
2021-05-05,California,State,Beta,0.0,0.0,3.28571428571,1.099426386233
2021-05-05,California,State,Other,74.0,21.39,53.28571428571,17.82982791587
2021-05-06,California,State,Lambda,2.0,0.56,2.42857142857,0.824842309558
2021-05-06,California,State,Other,63.0,17.75,50.85714285714,17.273168364871
2021-05-06,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-06,California,State,Epsilon,23.0,6.48,22.42857142857,7.617661329452
2021-05-06,California,State,Alpha,203.0,57.18,167.42857142857,56.865599223678
2021-05-06,California,State,Total,355.0,100.0,294.42857142857,100.0
2021-05-06,California,State,Beta,2.0,0.56,2.42857142857,0.824842309558
2021-05-06,California,State,Gamma,41.0,11.55,32.42857142857,11.014070839398
2021-05-06,California,State,Mu,1.0,0.28,0.85714285714,0.291120815138
2021-05-06,California,State,Delta,20.0,5.63,15.57142857142,5.288694808345
2021-05-07,California,State,Other,47.0,16.55,50.57142857142,17.542120911794
2021-05-07,California,State,Gamma,31.0,10.92,32.85714285714,11.397423191278
2021-05-07,California,State,Alpha,162.0,57.04,161.42857142857,55.99603567889
2021-05-07,California,State,Beta,2.0,0.7,2.57142857142,0.891972249752
2021-05-07,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-07,California,State,Epsilon,20.0,7.04,21.85714285714,7.581764122894
2021-05-07,California,State,Total,284.0,100.0,288.28571428571,100.0
2021-05-07,California,State,Delta,22.0,7.75,16.14285714285,5.599603567889
2021-05-07,California,State,Lambda,0.0,0.0,2.0,0.693756194252
2021-05-07,California,State,Mu,0.0,0.0,0.85714285714,0.297324083251
2021-05-08,California,State,Lambda,2.0,1.28,2.28571428571,0.82219938335
2021-05-08,California,State,Beta,0.0,0.0,1.71428571428,0.616649537513
2021-05-08,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-08,California,State,Gamma,8.0,5.13,30.28571428571,10.894141829394
2021-05-08,California,State,Delta,10.0,6.41,15.57142857142,5.601233299075
2021-05-08,California,State,Mu,3.0,1.92,1.28571428571,0.462487153135
2021-05-08,California,State,Total,156.0,100.0,278.0,100.0
2021-05-08,California,State,Alpha,101.0,64.74,157.42857142857,56.628982528263
2021-05-08,California,State,Other,28.0,17.95,50.71428571428,18.242548818088
2021-05-08,California,State,Epsilon,4.0,2.56,18.71428571428,6.731757451182
2021-05-09,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-09,California,State,Gamma,14.0,12.28,30.14285714285,10.915675116399
2021-05-09,California,State,Alpha,66.0,57.89,157.57142857142,57.061562338334
2021-05-09,California,State,Mu,1.0,0.88,1.28571428571,0.465597516813
2021-05-09,California,State,Lambda,9.0,7.89,3.42857142857,1.241593378169
2021-05-09,California,State,Other,18.0,15.79,49.28571428571,17.847904811174
2021-05-09,California,State,Beta,0.0,0.0,1.71428571428,0.620796689084
2021-05-09,California,State,Delta,4.0,3.51,14.85714285714,5.380237972064
2021-05-09,California,State,Epsilon,2.0,1.75,17.85714285714,6.466632177962
2021-05-09,California,State,Total,114.0,100.0,276.14285714285,100.0
2021-05-10,California,State,Total,256.0,100.0,264.57142857142,100.0
2021-05-10,California,State,Other,45.0,17.58,46.14285714285,17.44060475162
2021-05-10,California,State,Omicron,0.0,0.0,0.0,0.0
2021-05-10,California,State,Beta,2.0,0.78,1.57142857142,0.593952483801
2021-05-10,California,State,Epsilon,12.0,4.69,16.14285714285,6.10151187905
2021-05-10,California,State,Alpha,156.0,60.94,152.14285714285,57.505399568035
2021-05-10,California,State,Gamma,22.0,8.59,28.28571428571,10.691144708423
2021-05-10,California,State,Delta,17.0,6.64,15.71428571428,5.939524838013
2021-05-10,California,State,Mu,0.0,0.0,1.28571428571,0.48596112311
2021-05-10,California,State,Lambda,2.0,0.78,3.28571428571,1.241900647948
2021-05-11,California,State,Delta,14.0,5.79,15.14285714285,6.046776953793
